Source Question,Ground Truth,Source Answer,New Question,New Answer,Inspectation Conclusion
what are the school colors of harvard art museum?,"[{'kb_id': 'm.01jnf1', 'text': 'Crimson'}]","['m.02plwm_', 'm.0c91n5', 'm.0f2z92', 'm.02711rq', 'm.02hqj2', 'm.02_pj', 'm.04fgpl', 'm.0bjldk', 'm.04pgpw', 'm.0gwkbk', 'm.052cdm', 'm.04_xnz', 'm.07zcx7', 'm.05m8pw', 'm.06z30k', 'm.0971jt', 'm.01qh7', 'm.0ndfhpw', 'm.0jyvmjz', 'm.03n_s1', 'm.098y4t', 'm.01_hc7y', 'm.052lw13', 'm.0k3k1', 'm.0jrk3_g', 'm.09s002j', 'm.0_j9l12', 'm.09rzzrc', 'm.01_hblt', 'm.01_h9y4', 'm.01_hksq', 'm.0bwjj', 'm.0j2zj', 'm.01d5z', 'm.010ltn0x', 'm.05dg63', 'm.052jfh', 'm.03817t', 'm.0j0r9np', 'm.0j1wj8d', 'm.07nrxyz', 'm.0721b5', 'm.01f07x', 'm.01_hcdt', 'm.02tcy8', 'm.01_hgsn', 'm.07zdpm', 'm.0317pn', 'm.0f0wwv', 'm.07m3t3', 'm.0dv_v7', 'm.01_jcjh', 'm.052lvmg', 'm.052lvn9', 'm.052lvnw', 'm.052lvm5', 'm.052lvl1', 'm.052lvlx', 'm.052lvlm', 'm.052lvp4', 'm.052lvmr', 'm.052lvlb', 'm.052lvnl', 'm.052lvn0', 'm.03wzpvl', 'm.03w7wf7', 'm.0416chk', 'm.01kkz9', 'm.02wvfxl', 'm.06mp1hm']",what is the school color of harvard art museum?,"['m.03ksy', 'm.01qh7']",FP
the country that contains alta verapaz department uses what money?,"[{'kb_id': 'm.01crby', 'text': 'Guatemalan quetzal'}]",['m.01crby'],what funds does arta verapaz's country use?,"['m.01crby', 'm.0c9rw5']",FP
what country that once had the cpi inflation rate at -1.56 percent do people speak portuguese?,"[{'kb_id': 'm.04thp', 'text': 'Macau'}]","['m.0hg5', 'm.015fr', 'm.04wlh', 'm.0j4b', 'm.0d05w3', 'm.036b_', 'm.02lx0', 'm.05r4w']","which country's cpi inflation rate was - 1.56%, and people can speak portuguese?","['m.0hg5', 'm.015fr', 'm.036b_', 'm.04wlh', 'm.02kcz', 'm.0j4b', 'm.0d05w3', 'm.05r4w']",TP
mary is a notable figure in which religion that is observed in indonesia?,"[{'kb_id': 'm.0c8wxp', 'text': 'Catholicism'}]","['m.0c8wxp', 'm.03_gx', 'm.0d05l6', 'm.03qsc', 'm.01lp8', 'm.05sfs', 'm.0flw86']",mary is a notable figure. which religion is observed in indonesia?,"['m.03_gx', 'm.0c8wxp', 'm.0d05l6', 'm.03qsc', 'm.01lp8', 'm.05sfs', 'm.0flw86', 'm.045m1_']",FP
what part is the country with the capital named santo domingo?,"[{'kb_id': 'm.01rll_', 'text': 'Greater Antilles'}, {'kb_id': 'm.04pnx', 'text': 'Latin America'}, {'kb_id': 'm.059g4', 'text': 'North America'}, {'kb_id': 'm.07c5l', 'text': 'Americas'}, {'kb_id': 'm.0jsr7mh', 'text': 'Pa¨ªs'}]","['m.059g4', 'm.01rll_']",where is the capital santo domingo located?,['m.059g4'],FP
which was the earliest president during ww2 in the united states?,"[{'kb_id': 'm.02yy8', 'text': 'Franklin D. Roosevelt'}]","['m.09bg4l', 'm.02yy8', 'm.038w8', 'm.03_js', 'm.0f7fy']",who was the earliest president of the united states during world war ii?,"['m.02yy8', 'm.09bg4l', 'm.038w8']",TP
what to see in the country that has gozo?,"[{'kb_id': 'm.025tp71', 'text': 'Megalithic Temples of Malta'}, {'kb_id': 'm.02r4lsr', 'text': 'National Museum of Fine Arts, Malta'}, {'kb_id': 'm.0497sp', 'text': 'Casa Rocca Piccola'}, {'kb_id': 'm.04kl4s', 'text': 'Fort Rinella'}, {'kb_id': 'm.05p2xz0', 'text': 'National Museum of Archaeology, Malta'}, {'kb_id': 'm.0bhbzxt', 'text': ""St. Paul's Catacombs""}, {'kb_id': 'm.0h5ffz', 'text': 'Manoel Theatre'}, {'kb_id': 'm.0j1hrfj', 'text': 'Gozo 360¡ã Multivision Show'}, {'kb_id': 'm.0jz58y5', 'text': 'Dingli Cliffs'}, {'kb_id': 'm.0jz59fs', 'text': 'The Armoury and the Maritime Museum'}]","['m.02r4lsr', 'm.0j1hrfj', 'm.0jz58y5', 'm.025tp71', 'm.0bhbzxt', 'm.04kl4s', 'm.0jz59fs', 'm.0h5ffz', 'm.05p2xz0', 'm.0497sp', 'm.02h40lc']",what can you see in this country with gozo?,"['m.02j9z', 'm.02h40lc', 'm.02r4lsr', 'm.0j1hrfj', 'm.0jz58y5', 'm.025tp71', 'm.0bhbzxt', 'm.04kl4s', 'm.0jz59fs', 'm.0h5ffz', 'm.05p2xz0', 'm.0497sp']",TP
what all is there to do for fun in the nation represented by the anthem l-innu malti?,"[{'kb_id': 'm.025tp71', 'text': 'Megalithic Temples of Malta'}, {'kb_id': 'm.02r4lsr', 'text': 'National Museum of Fine Arts, Malta'}, {'kb_id': 'm.0497sp', 'text': 'Casa Rocca Piccola'}, {'kb_id': 'm.04kl4s', 'text': 'Fort Rinella'}, {'kb_id': 'm.05p2xz0', 'text': 'National Museum of Archaeology, Malta'}, {'kb_id': 'm.0bhbzxt', 'text': ""St. Paul's Catacombs""}, {'kb_id': 'm.0h5ffz', 'text': 'Manoel Theatre'}, {'kb_id': 'm.0j1hrfj', 'text': 'Gozo 360¡ã Multivision Show'}, {'kb_id': 'm.0jz58y5', 'text': 'Dingli Cliffs'}, {'kb_id': 'm.0jz59fs', 'text': 'The Armoury and the Maritime Museum'}]",['m.04t3_'],what's fun in a country represented by the hymn l-innu malti?,"['m.02j9z', 'm.0g1bmp', 'm.09fhsg', 'm.039ld8', 'm.05tq0nf']",FP
who did the voice of character kovu?,"[{'kb_id': 'm.01b3bp', 'text': 'Jason Marsden'}]","['m.01b3bp', 'm.0bswhn']",who is the voice of character kewu?,"['m.01b3bp', 'm.0bswhn', 'm.0c6g0k']",TP
what countries are in the location that contains terekti district?,"[{'kb_id': 'm.015qh', 'text': 'Bulgaria'}, {'kb_id': 'm.01rdm0', 'text': 'Kingdom of Romania'}, {'kb_id': 'm.01rhrd', 'text': 'Socialist Federal Republic of Yugoslavia'}, {'kb_id': 'm.021hd9', 'text': 'Grand Duchy of Lithuania'}, {'kb_id': 'm.03msdy', 'text': ""Belarusian People's Republic""}, {'kb_id': 'm.03pn9', 'text': 'Second Polish Republic'}, {'kb_id': 'm.04w4s', 'text': 'Moldova'}, {'kb_id': 'm.06c1y', 'text': 'Romania'}, {'kb_id': 'm.08z6cq', 'text': 'Belarusian Central Council'}, {'kb_id': 'm.0c81v', 'text': ""Kievan Rus'""}, {'kb_id': 'm.0d0kn', 'text': 'Georgia'}]","['m.06c1y', 'm.04w4s', 'm.07t21', 'm.0d0kn', 'm.03pn9', 'm.015qh', 'm.09r83z', 'm.09r7z8', 'm.09r7zq', 'm.09r833', 'm.03bzgb0', 'm.03bzggh', 'm.09r81g', 'm.03bzgft', 'm.09r83k']",what are the countries where terekti district is located?,"['m.06c1y', 'm.04w4s', 'm.0d0kn', 'm.07t21', 'm.03pn9', 'm.015qh']",FP
what is the currency used in the country of brazil?,"[{'kb_id': 'm.03385m', 'text': 'Brazilian real'}]","['m.04n14xz', 'm.042pkh', 'm.042pmz', 'm.042pn_', 'm.02bjrlw']",what currency does brazil use?,"['m.04n14xz', 'm.042pkh', 'm.042pmz', 'm.042pn_']",FP
what popular spanish sport has a basketball team with head coach joan plaza?,"[{'kb_id': 'm.08dv_k', 'text': 'Baloncesto M¨¢laga'}]",['m.08dv_k'],which popular spanish sport has a basketball team coached by coach joan pleza?,"['m.08dv_k', 'm.02w64f']",TP
what are the official languages of used in the country that uses ukrainian hyrvnia?,"[{'kb_id': 'm.012v8', 'text': 'Albanian language'}, {'kb_id': 'm.019yz7', 'text': 'Tatar Language'}, {'kb_id': 'm.01h2j_', 'text': 'Moldovan language'}, {'kb_id': 'm.02hxc3j', 'text': 'Romanian Language'}, {'kb_id': 'm.02ztjwg', 'text': 'Hungarian language'}, {'kb_id': 'm.06b_j', 'text': 'Russian Language'}, {'kb_id': 'm.0cjk9', 'text': 'Ukrainian Language'}]","['m.0cjk9', 'm.02hxc3j', 'm.06b_j', 'm.019yz7', 'm.02ztjwg']",what is the official language used by countries that use ukrainian hervnian?,"['m.0cjk9', 'm.02hxc3j', 'm.012v8', 'm.019yz7', 'm.02ztjwg']",TP
"which type of religions practiced in the united states, where the religion place of worship is called, candi laras?","[{'kb_id': 'm.092bf5', 'text': 'Buddhism'}]","['m.0b90_r', 'm.081pw', 'm.0c16t', 'm.0d060g', 'm.01ksp', 'm.048n7', 'm.0fx4r', 'm.07_nf', 'm.0c9rw5', 'm.0gw7mgc', 'm.01d9r3', 'm.059g4', 'm.07c5l', 'm.06qd3', 'm.012vkj', 'm.0fk48', 'm.0ctw_b', 'm.0gc1_', 'm.07t65', 'm.08959', 'm.09bg4l', 'm.0h6jx7g']",what kind of religion is called candi laras in the united states?,"['m.081pw', 'm.0c16t', 'm.048n7', 'm.0c9rw5', 'm.0fx4r', 'm.01d9r3', 'm.01ksp', 'm.0gc1_', 'm.08959', 'm.07_nf', 'm.0fk48', 'm.0b90_r', 'm.09bg4l', 'm.0j729', 'm.03pmt', 'm.04gd7', 'm.012vkj', 'm.02pmtdt', 'm.028rk', 'm.01zxx', 'm.086m1', 'm.06nm1', 'm.060c4', 'm.06jdbv', 'm.059dn', 'm.0gw7mgc', 'm.08__h_w', 'm.07t65', 'm.02wtp8v', 'm.06qd3', 'm.07c5l', 'm.05yg8kx', 'm.0h6jx7g', 'm.060d2', 'm.02h76wg', 'm.06kmqz']",FP
who founded the college where lindsay zir is a grad student?,"[{'kb_id': 'm.01p369', 'text': 'Albert Gallatin'}, {'kb_id': 'm.05m665', 'text': 'Mordecai Manuel Noah'}]","['m.059rby', 'm.0bwfn']",who founded lindsay zier's graduate school?,['m.0bwfn'],FP
"of the major religions in the united states, which has the religion place of worship of? candi laras?","[{'kb_id': 'm.092bf5', 'text': 'Buddhism'}]","['m.0b90_r', 'm.0d060g']",which of the major religions in the united states has the religious belief of candy lara?,"['m.0b90_r', 'm.0c16t', 'm.081pw', 'm.07t65', 'm.08959', 'm.048n7', 'm.05yg8kx', 'm.085h1', 'm.0fx4r', 'm.01ksp', 'm.060c4', 'm.0gc1_', 'm.059dn']",FP
what colors do the school where donald stanley marshall is a grad student use?,"[{'kb_id': 'm.01jnf1', 'text': 'Crimson'}]","['m.06nm1', 'm.04zx3q1', 'm.07t65', 'm.0wxy7nm', 'm.03pmt', 'm.0h7y9bd', 'm.02pmtdt', 'm.06kmqz', 'm.011c1fjn', 'm.01_d4', 'm.05cnr', 'm.0h8d', 'm.0d6lp', 'm.07c5l', 'm.04c6sht', 'm.0cqfbfm', 'm.048_4q3', 'm.049377h', 'm.04fl3qp', 'm.04fhph1', 'm.0dm4wc4', 'm.04bc95w', 'm.04fxlft', 'm.04bfg3x', 'm.03__f', 'm.05tvj', 'm.05nnzj', 'm.02s9vc', 'm.04g1pdw', 'm.0fbj_n', 'm.06w1f95', 'm.06zn0wv', 'm.0410wvr', 'm.05b43j0', 'm.02wvkcb', 'm.03wdkly', 'm.0h5q3s', 'm.03s8ty', 'm.04jfz7z', 'm.047rtrd', 'm.04cmzx', 'm.0bbvpm', 'm.02_b7d', 'm.0g0jc2', 'm.099qfx', 'm.026pgs1', 'm.04b5mm', 'm.02r8lt6', 'm.0949mf', 'm.03d1rnw', 'm.02609dy', 'm.02wbpd1', 'm.0gthvn', 'm.0f2tj', 'm.026cfyx']",donald stanley marshall is a graduate student. what color does the school use?,"['m.05k7sb', 'm.0rh6k', 'm.09c7w0', 'm.07c5l', 'm.01_d4', 'm.0d6lp']",FP
what is the currency used in the country of guatemala?,"[{'kb_id': 'm.01crby', 'text': 'Guatemalan quetzal'}]","['m.06nm1', 'm.04pnx', 'm.01tzh']",what currency does guatemala use?,"['m.06nm1', 'm.04pnx']",TP
what region is the country whose national anthem is braban?¡ìonne located in?,"[{'kb_id': 'm.02j9z', 'text': 'Europe'}, {'kb_id': 'm.02qkt', 'text': 'Eurasia'}, {'kb_id': 'm.0852h', 'text': 'Western Europe'}]",['m.02j9z'],the national anthem is the brabanco. where is the country located?,"['m.02j9z', 'm.0f8l9c']",FP
the person who attended heritage elementary school has been in what movies?,"[{'kb_id': 'm.010ls0tb', 'text': 'Miley Cyrus: Tongue Tied'}, {'kb_id': 'm.027pfg', 'text': 'Big Fish'}, {'kb_id': 'm.02x3lt7', 'text': 'Hannah Montana: The Movie'}, {'kb_id': 'm.03ck042', 'text': 'Hannah Montana and Miley Cyrus: Best of Both Worlds Concert'}, {'kb_id': 'm.042w0v2', 'text': 'Sonic the Hedgehog'}, {'kb_id': 'm.05h43ls', 'text': 'Sex and the City 2'}, {'kb_id': 'm.064qvcw', 'text': 'Wizards on Deck with Hannah Montana'}, {'kb_id': 'm.06fcqw', 'text': 'Bolt'}, {'kb_id': 'm.07ykkx5', 'text': 'The Last Song'}, {'kb_id': 'm.080gfc8', 'text': 'Super Rhino'}, {'kb_id': 'm.0bc5ny', 'text': 'High School Musical 2'}, {'kb_id': 'm.0cmddrx', 'text': 'LOL'}, {'kb_id': 'm.0crsmk2', 'text': 'Radio Disney Party Jams: The Concert'}, {'kb_id': 'm.0cs2t3x', 'text': 'The World According to Miley Cyrus'}, {'kb_id': 'm.0g56xqy', 'text': 'So Undercover'}, {'kb_id': 'm.0swngjg', 'text': 'Family Bond'}, {'kb_id': 'm.0w1x037', 'text': 'Rock Mafia Presents: The Big Bang'}]","['m.01c2wl', 'm.0bdxs5', 'm.068bs', 'm.04m9_dr']",what movies have people who went to heritage primary school made?,['m.0dggdbc'],TP
who is governor of the place that contains part of the uinta mountains?,"[{'kb_id': 'm.02rzfbm', 'text': 'Matt Mead'}]","['m.07srw', 'm.04_1l0v', 'm.0d060g', 'm.07c5l', 'm.06c6l', 'm.0fnt0c', 'm.0284t04', 'm.060qbw', 'm.03h64', 'm.0hsb3', 'm.02mw6c', 'm.0f2r6', 'm.04f6gr', 'm.0846v', 'm.015jr', 'm.0wf7', 'm.04kcmp6', 'm.04kcmpz', 'm.04kcmpv', 'm.04kcmq2', 'm.04kcmnl', 'm.04kcmnv', 'm.04kcmpq', 'm.04kcmng', 'm.04kcmnz', 'm.04kcmnb', 'm.04kcmnq', 'm.04kcmp2', 'm.04kcmpb', 'm.04kcmn6', 'm.04kcmpg', 'm.04kcmq6', 'm.0jsklnk', 'm.0gj5628', 'm.0_mxdx5', 'm.0_m48j3', 'm.0_l_vz2', 'm.0crj6nv', 'm.0_l_7p1', 'm.0zbfgvy', 'm.0_r5ywz', 'm.0_mxkn2', 'm.0_ms_33', 'm.0_mvstc', 'm.0_m382q', 'm.0zb3dx0', 'm.0_mxv9m', 'm.0_l_9zq', 'm.0_qmwb1', 'm.010l3l5d', 'm.0_rc0x7', 'm.0_m1tyc', 'm.01n4w']",who is the governor of a place that includes part of the uinta mountains?,"['m.07srw', 'm.0d060g', 'm.04_1l0v', 'm.07c5l', 'm.0fnt0c', 'm.06c6l', 'm.0284t04', 'm.060qbw', 'm.03h64', 'm.0hsb3', 'm.02mw6c', 'm.015jr', 'm.04f6gr', 'm.0wf7', 'm.0f2r6', 'm.0crj6nv', 'm.0_mxdx5', 'm.0_m48j3', 'm.0_l_vz2', 'm.0_l_7p1', 'm.0zbfgvy', 'm.0_r5ywz', 'm.0_mxkn2', 'm.0_ms_33', 'm.0_mvstc', 'm.0_m382q', 'm.0zb3dx0', 'm.0_mxv9m', 'm.0_l_9zq', 'm.0_qmwb1', 'm.010l3l5d', 'm.0_rc0x7', 'm.0_m1tyc', 'm.0gj5628', 'm.04kcmp6', 'm.04kcmpz', 'm.04kcmpv', 'm.04kcmq2', 'm.04kcmnl', 'm.04kcmnv', 'm.04kcmpq', 'm.04kcmng', 'm.04kcmnz', 'm.04kcmnb', 'm.04kcmnq', 'm.04kcmp2', 'm.04kcmpb', 'm.04kcmn6', 'm.04kcmpg', 'm.04kcmq6', 'm.0jsklnk', 'm.01n4w', 'm.0k3br6q', 'm.04qb56', 'm.04mtd0', 'm.050l8', 'm.0416zwc', 'm.02b41dy', 'm.027rn', 'm.09lxtg', 'm.02rpg8j', 'm.02l6_', 'm.0v_fkv1', 'm.0wdw970', 'm.0w21r1w']",TP
what movie was directed by the person who attended education institution? el rodeo school?,"[{'kb_id': 'm.011q46b6', 'text': 'By the Sea'}, {'kb_id': 'm.0gttw8n', 'text': 'In the Land of Blood and Honey'}, {'kb_id': 'm.0ngxp8g', 'text': 'A Place in Time'}, {'kb_id': 'm.0wjk75w', 'text': 'Unbroken'}]","['m.09fkr7', 'm.0f4vbz', 'm.0k049', 'm.01zbzlj', 'm.01ft5b']",which movie was directed by someone from the educational institution el rodeo school?,"['m.09fkr7', 'm.02dk5q']",TP
what form of currency is used in the country that observes the national anthem titled l'abidjanaise?,"[{'kb_id': 'm.025sw2q', 'text': 'West African CFA franc'}]","['m.01s460', 'm.06bpx', 'm.03v09', 'm.07z5n', 'm.0f8l9c', 'm.04w58', 'm.0154j', 'm.04g61', 'm.06mzp', 'm.01xbgx', 'm.01699', 'm.04v09', 'm.02kcz', 'm.03676', 'm.01rxw', 'm.0164v', 'm.05cc1', 'm.03548', 'm.01nyl', 'm.0169t', 'm.01n6c', 'm.06srk', 'm.027jk', 'm.04sj3', 'm.03gyl', 'm.06dfg', 'm.06sw9', 'm.01p1b', 'm.01nln', 'm.07ytt', 'm.04vs9', 'm.04wgh', 'm.07fj_', 'm.04hqz', 'm.0h3y', 'm.04vg8', 'm.0qg31j']",what form of currency is used in countries that observe the national anthem abijanai?,"['m.0f8l9c', 'm.01s460', 'm.06bpx', 'm.04w58', 'm.0154j', 'm.04g61', 'm.06mzp', 'm.07z5n', 'm.01xbgx', 'm.03v09', 'm.07ytt', 'm.01699', 'm.04v09', 'm.02kcz', 'm.03676', 'm.01rxw', 'm.0164v', 'm.05cc1', 'm.03548', 'm.01nyl', 'm.0169t', 'm.01n6c', 'm.06srk', 'm.027jk', 'm.04sj3', 'm.03gyl', 'm.06dfg', 'm.06sw9', 'm.01p1b', 'm.01nln', 'm.04vs9', 'm.04wgh', 'm.07fj_', 'm.04hqz', 'm.0h3y']",TP
"who is the prime minister of the country that has national anthem march forward, dear mother ethiopia?","[{'kb_id': 'm.0dl1t3', 'text': 'Hailemariam Desalegn'}]",['m.063vn'],"dear ethiopian mother, who is the prime minister of the country marching forward with the national anthem?","['m.063vn', 'm.0d060g']",FP
who was the arizona's governor in 2009 who also suffered with breast cancer?,"[{'kb_id': 'm.01kf06', 'text': 'Janet Napolitano'}]","['m.02pkb1c', 'm.024p7j', 'm.0cdmhq', 'm.02sjxl', 'm.018mts', 'm.01j6t', 'm.0wy509c', 'm.0bq7m', 'm.04dt8k', 'm.03l8kj', 'm.02s8jq', 'm.03mchy']","in 2009, who was the governor of arizona and also had breast cancer?","['m.024p7j', 'm.02pkb1c', 'm.01j6t', 'm.03mchy', 'm.0cdmhq', 'm.04dt8k']",TP
what team's mascot is name hank?,"[{'kb_id': 'm.0100sszz', 'text': 'Hank'}, {'kb_id': 'm.049kl_', 'text': 'Bernie Brewer'}, {'kb_id': 'm.0blvgb', 'text': 'Bonnie Brewer'}]","['m.0fq2vj2', 'm.049kl_', 'm.0blvgb']",which team's mascot is hank?,"['m.049kl_', 'm.0blvgb']",TP
what currency is used in the country with rio de janeiro?,"[{'kb_id': 'm.03385m', 'text': 'Brazilian real'}]","['m.02h40lc', 'm.03cfhn6', 'm.05vyjv', 'm.0131jzcj', 'm.04g5yjt', 'm.04fw8xc', 'm.04g5q0t', 'm.04cllbg', 'm.0641q0j', 'm.0yv595y', 'm.04g6ll5', 'm.04g5p7q', 'm.04g5q1c', 'm.027gy8g', 'm.04cll9b', 'm.04c6w6_', 'm.04clldj', 'm.04cllfc', 'm.04g5pb4', 'm.04c6wdf', 'm.04g5pb1', 'm.04c6vt8', 'm.04c6w8h', 'm.04cll9f', 'm.04c6vsq', 'm.03gytw', 'm.04c6vp4', 'm.04rqd95', 'm.06nm1', 'm.010lrc53', 'm.04c6vwq', 'm.04fw8zq', 'm.04g5sf0', 'm.04g5p6s', 'm.04cllbn', 'm.04c6tlw', 'm.04c6wd1', 'm.04fw8_r', 'm.04fw8xg', 'm.04cll94', 'm.04cllj8', 'm.010q2_p0', 'm.04cll9_', 'm.04g5xn0', 'm.05xm8j', 'm.04c6vrz', 'm.042t2q', 'm.072pdp', 'm.09l65', 'm.012m7r', 'm.04g5q20', 'm.0_qqgqx', 'm.04mh', 'm.01rf_w', 'm.09jwl', 'm.04l1gwb', 'm.0cbd2', 'm.019m9h', 'm.01d_h8', 'm.01c72t', 'm.010q6r8p', 'm.09c7w0', 'm.0407w66', 'm.0dxtg', 'm.0634k2', 'm.01ww2', 'm.09z2bpx', 'm.09v2llz', 'm.0nbcg', 'm.03s930', 'm.01nr2h', 'm.02jknp', 'm.0_w4843', 'm.0_w497w', 'm.0gb4zsf', 'm.0gksmsg', 'm.0w_w2_5', 'm.0_qqdw3', 'm.010g7y_k', 'm.0q200zc', 'm.0c8wxp', 'm.0gywc27', 'm.0jwnz9d', 'm.026h9r', 'm.0gxm5st', 'm.0k3qrp8', 'm.0fj9f', 'm.04d15_n', 'm.04fw978', 'm.04g8_8f', 'm.04g5q7p', 'm.06_vdvy', 'm.042w1f', 'm.0ytfj2w', 'm.04fw9rd', 'm.04d16m8', 'm.04fw96n', 'm.04d16cj', 'm.04d16h0', 'm.04d162d', 'm.04g5pjr', 'm.04g5phh', 'm.04fw9kx', 'm.04d16nj', 'm.04fw9hj', 'm.04g5xp2', 'm.04g5phc', 'm.04g5q5p', 'm.04g5xp6', 'm.04g5q65', 'm.04d15zd', 'm.04d15xn', 'm.04fw9ks', 'm.04d1640', 'm.04fw9sj', 'm.04d16gx', 'm.0l3q2', 'm.01z2r', 'm.04d168s', 'm.04g5x_k', 'm.04g5xpz', 'm.04g5pb_', 'm.04fw93j', 'm.04g5xg7', 'm.04fw9ls', 'm.04fw9gx', 'm.04fw9wn', 'm.04g5sm2', 'm.04fw92d', 'm.04g5y0p', 'm.04d15w0', 'm.04d16gn', 'm.04fw9kj', 'm.04fw9nx', 'm.04d16sx']",what currency does rio de janeiro use?,"['m.03cfhn6', 'm.04g5yjt', 'm.04fw8xc', 'm.04g5q0t', 'm.04cllbg', 'm.04g6ll5', 'm.04g5p7q', 'm.0131jzcj', 'm.04g5q1c', 'm.05vyjv', 'm.02h40lc', 'm.04c6vp4', 'm.04c6vwq', 'm.04fw8zq', 'm.04g5sf0', 'm.04g5p6s', 'm.04cllbn', 'm.04c6tlw', 'm.04c6wd1', 'm.04fw8_r', 'm.04fw8xg', 'm.04cll94', 'm.04cllj8', 'm.04g5xn0', 'm.04cll9b', 'm.04c6w6_', 'm.04clldj', 'm.04cllfc', 'm.04g5pb4', 'm.04c6wdf', 'm.04g5pb1', 'm.04c6vt8', 'm.04c6w8h', 'm.04cll9f', 'm.04c6vsq', 'm.04c6vrz', 'm.04cll9_', 'm.010lrc53', 'm.0641q0j', 'm.027gy8g', 'm.04rqd95', 'm.072pdp', 'm.04g5q20', 'm.0yv595y', 'm.06nm1', 'm.05xm8j', 'm.010q2_p0', 'm.042t2q', 'm.03gytw', 'm.09l65', 'm.0fj9f', 'm.012m7r', 'm.0cbd2', 'm.09jwl', 'm.0_qqgqx', 'm.01rf_w', 'm.0jwnz9d', 'm.04mh', 'm.0gb4zsf', 'm.05zjd', 'm.06_vdvy', 'm.04l1gwb', 'm.01d_h8', 'm.01c72t', 'm.019m9h', 'm.010q6r8p', 'm.0407w66', 'm.079ss6', 'm.0dxtg', 'm.09z2bpx', 'm.0nbcg', 'm.09v2llz', 'm.03s930', 'm.09c7w0', 'm.03d_j8c', 'm.02jknp', 'm.01nr2h', 'm.0bvqddx', 'm.0634k2', 'm.01ww2', 'm.0gksmsg', 'm.0_w4843', 'm.0_w497w', 'm.0_qqdw5', 'm.0w_w2_5', 'm.0q200zc', 'm.0l3q2', 'm.0_qqdw3', 'm.010g7y_k', 'm.0gywc27', 'm.0k3qrp8', 'm.02hrh1q', 'm.026h9r', 'm.0gxm5st', 'm.04g8_8f', 'm.04g5q7p', 'm.010cqgkk', 'm.0ytfj2w', 'm.0y480y5', 'm.04d15_n', 'm.04fw978', 'm.0_rfvk5', 'm.026dch2', 'm.04fw96n', 'm.04d16cj', 'm.04d16h0', 'm.04d162d', 'm.04fw9rd', 'm.04g5pjr', 'm.04d16m8', 'm.04g5phh', 'm.04fw9kx', 'm.04d16nj', 'm.04fw9hj', 'm.04g5xp2', 'm.04g5phc', 'm.04g5q5p', 'm.04g5xp6', 'm.04g5q65', 'm.04d15zd', 'm.04d15xn', 'm.04fw9ks', 'm.04d1640', 'm.04fw9sj', 'm.04d16gx', 'm.0n275s_', 'm.010h4s8z', 'm.010c40gs', 'm.04_8w46', 'm.04d16ds', 'm.04fw9jd']",TP
what type of government is used in the country with bac lieu province?,"[{'kb_id': 'm.01fkst', 'text': 'Communist state'}, {'kb_id': 'm.025tbxf', 'text': 'Socialist state'}, {'kb_id': 'm.0py4y', 'text': 'Single-party state'}]","['m.0nb8ywp', 'm.05zr7_0', 'm.05zvj0j', 'm.05zrzrc', 'm.05znz1f', 'm.05zz73r', 'm.05znpzw', 'm.05m__fz', 'm.05zw9s3', 'm.05zvbdf', 'm.05znkcy', 'm.05zy_4c', 'm.05zw2r8', 'm.05zrchs', 'm.05zwjbq', 'm.05zr704', 'm.05zjnkl', 'm.05ztnf9', 'm.05z_bvt', 'm.05ztmgg', 'm.05zz7sl', 'm.05zk3vj', 'm.05zplgc', 'm.05zwjxg', 'm.05zx391', 'm.05zy11s', 'm.05zr_49', 'm.05zlwh5', 'm.05zv740', 'm.05zj3zt', 'm.05zs15l', 'm.05zqyh3', 'm.05ztbj4', 'm.05zq39w', 'm.05zz7nk', 'm.05ztfcc', 'm.05zlc85', 'm.05zwwgw', 'm.05zyczp', 'm.05ztr_4', 'm.05zlvjq', 'm.05znrn_']",what kind of government is used in countries with buckley province?,"['m.05zr7_0', 'm.05zvj0j', 'm.0nb8ywp', 'm.05zrzrc', 'm.05znz1f', 'm.05zz73r', 'm.05znpzw', 'm.05m__fz', 'm.05zvbdf', 'm.05zy_4c', 'm.05zw2r8', 'm.05zw9s3', 'm.05znkcy', 'm.05zrchs', 'm.05zwjbq', 'm.05zr704', 'm.05zjnkl', 'm.05ztnf9', 'm.05z_bvt', 'm.05zplgc', 'm.05ztmgg', 'm.05zz7sl', 'm.05zwjxg', 'm.05zk3vj', 'm.05zx391', 'm.03m3mmh', 'm.05zy11s', 'm.05zr_49', 'm.05zlwh5', 'm.05zv740', 'm.05zj3zt', 'm.05zs15l', 'm.05zqyh3', 'm.05znrn_', 'm.05ztbj4', 'm.05zq39w', 'm.05zz7nk', 'm.05ztfcc', 'm.05zlc85', 'm.05zwwgw']",TP
on what radio station in new york city would you find an organizational leader named gary knell?,"[{'kb_id': 'm.01_3by', 'text': 'WNYC'}]",['m.059rby'],which radio station in new york city will you find an organization leader named gary nell?,"['m.0cc56', 'm.059rby']",TP
the person who attended the education institution colegio alem??n alexander von humboldt did what kind of paintings?,"[{'kb_id': 'm.0127jb', 'text': 'Magic realism'}, {'kb_id': 'm.015r61', 'text': 'Modern art'}, {'kb_id': 'm.073_6', 'text': 'Surrealism'}]","['m.04r53n', 'm.0w29njj', 'm.02h99sv']",what kind of paintings did the people who attended the educational institution colegio alem ? n alexander von humboldt draw?,"['m.0345h', 'm.04r53n']",TP
