Source Question,Ground Truth,Source Answer,New Question,New Answer,Inspectation Conclusion
what is the official language of the ukrainian greek catholic church?,"[{'kb_id': 'm.012v8', 'text': 'Albanian language'}, {'kb_id': 'm.019yz7', 'text': 'Tatar Language'}, {'kb_id': 'm.01h2j_', 'text': 'Moldovan language'}, {'kb_id': 'm.02hxc3j', 'text': 'Romanian Language'}, {'kb_id': 'm.02ztjwg', 'text': 'Hungarian language'}, {'kb_id': 'm.06b_j', 'text': 'Russian Language'}, {'kb_id': 'm.0cjk9', 'text': 'Ukrainian Language'}]","['m.045m1_', 'm.03qsc', 'm.0d05l6', 'm.077_fbm', 'm.016v69', 'm.0_m1438', 'm.060_r', 'm.0_mrbts', 'm.0f6l2j', 'm.01v147', 'm.05b22_z', 'm.0604_c', 'm.01cqmf', 'm.058_lf', 'm.04sy0c', 'm.011ncb1h', 'm.0581_5', 'm.0_lpd56', 'm.0497bm', 'm.0_l_d7h', 'm.0_m14vv', 'm.011nk6vg', 'm.0_lsyyw', 'm.0_kv0v5', 'm.04mrs1', 'm.0n_fbc8', 'm.011nkz4p', 'm.0148r6', 'm.0k0c', 'm.0k5y347', 'm.0cpnkn', 'm.011ncyv_', 'm.03nlrrk', 'm.0_kvbh6', 'm.0_kvb49', 'm.04qnzg']",what is the prescribed language of the ukrainian greek catholic church?,"['m.045m1_', 'm.0d05l6', 'm.03qsc', 'm.077_fbm', 'm.016v69', 'm.0_m1438', 'm.060_r', 'm.0_mrbts', 'm.0f6l2j', 'm.01v147', 'm.05b22_z', 'm.0604_c', 'm.01cqmf', 'm.058_lf', 'm.04sy0c', 'm.011ncb1h', 'm.0581_5', 'm.0_lpd56', 'm.0497bm', 'm.0_l_d7h', 'm.0_m14vv', 'm.011nk6vg', 'm.0_lsyyw', 'm.0_kv0v5', 'm.04mrs1', 'm.0n_fbc8', 'm.011nkz4p', 'm.0148r6', 'm.0k0c', 'm.0k5y347', 'm.0cpnkn', 'm.011ncyv_', 'm.03nlrrk', 'm.0_kvbh6', 'm.0_kvb49', 'm.04qnzg', 'm.0fdm1h']",TP
what is the sacred text of the religion who has grotto-heavens as a sacred site?,"[{'kb_id': 'm.0164zy', 'text': 'Zhuang Zhou'}, {'kb_id': 'm.02czn', 'text': 'Tao Te Ching'}, {'kb_id': 'm.03ydb', 'text': 'I Ching'}, {'kb_id': 'm.05blr4', 'text': 'Daozang'}]","['m.027n2wx', 'g.12557t7r9']",what is the consecrated text of the religion who has grotto - heavens as a sanctified site?,['m.027n2wx'],TP
what is the first name of the club that claimed the 2007-08 premier league championship?,"[{'kb_id': 'm.05l1ffz', 'text': 'Newton Heath L&YR F.C.'}]","['m.02xt6q', 'm.02nsyh9', 'm.043cq6', 'm.050fh', 'm.0d46pnq', 'm.0wfw5xh', 'm.05l1ffz']",what is the inaugural name of the club that claimed the 2007 - 08 premier league championship?,"['m.050fh', 'm.02xt6q']",TP
the location that appointed dmitry medvedev to govermental position has what national anthem?,"[{'kb_id': 'm.01ptxd', 'text': 'National Anthem of Russia'}]","['m.0kshns', 'm.03m7_g3', 'm.0b06q', 'm.02j9z']",the location that appointed dmitry medvedev to govermental position has what home anthem?,"['m.02j9z', 'm.06bnz', 'm.06pr6', 'm.0729nc_', 'm.0g9hpws', 'm.0513tn5', 'm.0513tlm', 'm.0513tkx', 'm.0tjsktj', 'm.0513sx3', 'm.0513tk9', 'm.0513tmg', 'm.0513tm0', 'm.0513tkl']",FP
"of the countries that are in eastern europe, which has a country capital of grodno?","[{'kb_id': 'm.03msdy', 'text': ""Belarusian People's Republic""}]","['m.04w4s', 'm.06c1y', 'm.03pn9']","of the countries that are in easterly europe, which has a country capital of grodno?","['m.04w4s', 'm.06c1y', 'm.03pn9', 'm.0163v']",TP
what religious denomination is the bethany congregational church?,"[{'kb_id': 'm.01lp8', 'text': 'Christianity'}]","['m.0nsrv', 'm.045j8t1', 'm.09c7w0', 'm.01s5nb']",what spiritual denomination is the bethany congregational church?,['m.0nsrv'],TP
what is the currency of the place whose religious organization leadership is the society of jesus?,"[{'kb_id': 'm.024nzm', 'text': 'Argentine peso'}]","['m.06mkj', 'm.06c62', 'm.03rjj', 'm.056_y', 'm.05sfs', 'm.01hd4s', 'm.08k5vb', 'm.06cmp', 'm.05xjb', 'm.06gmr', 'm.07ssc', 'm.04n8_n', 'm.02rb3bz', 'm.02z4b0b', 'm.01g5v', 'm.04yd_', 'm.038v8', 'm.01l849', 'm.083jv', 'm.02h40lc', 'm.01wb7', 'm.06r0vr', 'm.02jx1', 'm.037ymc', 'm.04lh6', 'm.04mkbj', 'm.019sc', 'm.0403qc4', 'm.0h6d_ly', 'm.0987lf0', 'm.03lg1r', 'm.03m4j6m', 'm.0413p', 'm.02pj0jb', 'm.051cc', 'm.01fxg8', 'm.0vc5b', 'm.0nb8d03', 'm.01_cg2_', 'm.058x5', 'm.019c7', 'm.0798q', 'm.03_gx', 'm.03d_jc', 'm.038vs', 'm.0mb0', 'm.065sh7', 'm.0ccrw9', 'm.0wyx5h7', 'm.0hk0pq5', 'm.038hg', 'm.09tw8wy', 'm.0bf08d7', 'm.01310lsd', 'm.01310lcr', 'm.01310lgr', 'm.0130zw6r', 'm.01310lg7', 'm.0_l9_2l', 'm.0130zw7y', 'm.01310lrx', 'm.01310lf3', 'm.01310lb8', 'm.01310lr0', 'm.0130zwd7', 'm.012z7qx4', 'm.01310lfn', 'm.0130zwb0', 'm.0130zw96', 'm.012z7r14', 'm.0130zw9k', 'm.0130zv_n', 'm.01310lb3', 'm.0_k_338', 'm.0n1hy3c', 'm.0dwbw1s', 'm.0_kxdl2', 'm.01310lpf', 'm.01310lm6', 'm.01310ljq', 'm.0wytpls', 'm.01310lmz', 'm.01310ly1', 'm.01310lcx', 'm.01310llz', 'm.01310lmj', 'm.01310ls_', 'm.01310lgd', 'm.012z7qyn', 'm.0130zw8c', 'm.01310ldj', 'm.01310lmc']",what is the currency of the place whose spiritual organization leadership is the society of jesus?,"['m.06mkj', 'm.06c62', 'm.03rjj', 'm.05sfs', 'm.01hd4s', 'm.056_y', 'm.08k5vb', 'm.04n8_n', 'm.05xjb', 'm.06gmr', 'm.07ssc', 'm.06cmp', 'm.02rb3bz', 'm.01g5v', 'm.038v8', 'm.02z4b0b', 'm.01wb7', 'm.04yd_', 'm.083jv', 'm.01l849', 'm.02h40lc', 'm.06r0vr', 'm.02jx1', 'm.037ymc', 'm.04lh6', 'm.04mkbj', 'm.019sc', 'm.0403qc4', 'm.0vc5b', 'm.0987lf0', 'm.0h6d_ly', 'm.03lg1r', 'm.0413p', 'm.051cc', 'm.02pj0jb', 'm.01fxg8', 'm.019c7', 'm.01_cg2_', 'm.058x5', 'm.03d_jc', 'm.0nb8d03', 'm.0ccrw9', 'm.038vs', 'm.0798q', 'm.0mb0', 'm.0f8l9c', 'm.0hk0pq5', 'm.05k5mh', 'm.03_gx', 'm.01310lsd', 'm.01310lcr', 'm.01310lgr', 'm.0130zw6r', 'm.01310lg7', 'm.0_l9_2l', 'm.0130zw7y', 'm.01310lrx', 'm.01310lf3', 'm.01310lb8', 'm.01310lr0', 'm.0130zwd7', 'm.012z7qx4', 'm.01310lfn', 'm.0130zwb0', 'm.0130zw96', 'm.012z7r14', 'm.0130zw9k', 'm.0130zv_n', 'm.01310lb3', 'm.0_k_338', 'm.0n1hy3c', 'm.0dwbw1s', 'm.0_kxdl2', 'm.01310lpf', 'm.01310lm6', 'm.01310ljq', 'm.0wytpls', 'm.01310lmz', 'm.01310ly1', 'm.01310lcx', 'm.01310llz', 'm.01310lmj', 'm.01310ls_', 'm.01310lgd', 'm.012z7qyn', 'm.0130zw8c', 'm.01310ldj', 'm.01310lmc', 'm.0130zwbj', 'm.0sw0yd1', 'm.01310ld6', 'm.0130zw8r']",TP
which country includes the province of waldenburg and speaks germanic languages?,"[{'kb_id': 'm.06mzp', 'text': 'Switzerland'}]",['m.06mzp'],which country includes the province of waldenburg and speaks teutonic languages?,"['m.06mzp', 'm.0345h', 'm.0h7x']",TP
which famous people one quoted "i love mickey mouse more than any woman i have ever known.?,"[{'kb_id': 'm.064ndq', 'text': 'Diane Disney Miller'}, {'kb_id': 'm.07kyh5', 'text': 'Sharon Mae Disney'}]",['m.081nh'],which illustrious people one quoted " i love mickey mouse more than any woman i have ever known .?,"['m.081nh', 'm.017t_d']",TP
what historical figure died on 912 bc and was a child of king solomon?,"[{'kb_id': 'm.06h5t', 'text': 'Rehoboam'}]","['m.06h5t', 'm.065brx', 'm.048b9xt', 'm.048b9xm', 'm.0pxb', 'm.01nns0', 'm.0ngnd74', 'm.048bb1x', 'm.0ngndf1', 'm.05zm824', 'm.0ngndfz', 'm.0ngndct', 'm.0ngndfm', 'm.0ngnd9_', 'm.0ngndc5', 'm.01xp4v', 'm.0fx807', 'm.0hxvz', 'm.02cvn', 'm.048bb22']",what diachronic figure died on 912 bc and was a child of king solomon?,"['m.06h5t', 'm.065brx', 'm.048b9xt', 'm.048b9xm', 'm.0pxb', 'm.01nns0', 'm.0ngnd74', 'm.048bb1x', 'm.0ngndf1', 'm.05zm824', 'm.0ngndfz', 'm.0ngndct', 'm.0ngndfm', 'm.0ngnd9_', 'm.0ngndc5', 'm.01xp4v', 'm.0fx807', 'm.0hxvz', 'm.048bb22']",TP
which university attended by russell wilson has the largest number of undergrads?,"[{'kb_id': 'm.01yx1b', 'text': 'University of Wisconsin-Madison'}]","['m.0jkhr', 'm.01yx1b', 'm.0gp3r7']",which university attended by russell wilson has the tumid number of undergrads?,"['m.0jkhr', 'm.01yx1b']",TP
"which countries that are included in oceania, where the country calling code is more than 682?","[{'kb_id': 'm.05c17', 'text': 'Kiribati'}, {'kb_id': 'm.047t_', 'text': 'Samoa'}, {'kb_id': 'm.04v6v', 'text': 'Marshall Islands'}, {'kb_id': 'm.06s9y', 'text': 'New Caledonia'}]","['m.0ctw_b', 'm.0161w', 'm.05vd5', 'm.082nw', 'm.047tj', 'm.05br2', 'm.082nc', 'm.05b2h', 'm.03__f', 'm.020p1', 'm.07f9q', 'm.05cqm', 'm.062qg', 'm.07fsv', 'm.0chghy', 'm.05tvj', 'm.05c17', 'm.07z5n', 'm.02wzv', 'm.0283sdr', 'm.03h93', 'm.04w48', 'm.034tl', 'm.03_x1', 'm.03ryn', 'm.05qkp', 'm.05tr7', 'm.01n8qg', 'm.044g6', 'm.047t_', 'm.0mgp', 'm.03188']","which countries that are included in oceania, where the country calling code is more_than than 682?","['m.0ctw_b', 'm.05vd5', 'm.05br2', 'm.020p1', 'm.05b2h', 'm.07f9q', 'm.0161w', 'm.082nw', 'm.082nc', 'm.062qg', 'm.03__f', 'm.047tj', 'm.0chghy', 'm.07fsv', 'm.07z5n', 'm.0chgzm', 'm.05cqm', 'm.0mgp', 'm.0283sdr', 'm.05c17', 'm.034tl', 'm.02wzv', 'm.05tvj', 'm.03h93', 'm.04v6v', 'm.05qkp', 'm.044g6', 'm.03ryn', 'm.047t_']",TP
what is the name of the national anthem of the place where leonid lebedev is an office holder?,"[{'kb_id': 'm.01ptxd', 'text': 'National Anthem of Russia'}]","['m.09gfg91', 'm.0h_d0cm']",what is the name of the interior anthem of the place where leonid lebedev is an office holder?,"['m.04nr3z', 'm.02j9z', 'm.06bnz']",FP
what musical instruments are played by the composer of "thought of you"?,"[{'kb_id': 'm.0290ngj', 'text': 'Vocals'}]","['m.02hrh1q', 'm.0dz3r', 'm.02h6p92', 'm.016z4k', 'm.09jwl', 'm.02ny8t']",what melodious instruments are played by the composer of " thought of you "?,"['m.02hrh1q', 'm.0dz3r', 'm.02h6p92', 'm.016z4k', 'm.09jwl', 'm.0rd_y2c', 'm.0j4453t']",TP
which former state senator was governor of ohio in 2011?,"[{'kb_id': 'm.02zzm_', 'text': 'John Kasich'}]","['m.0343xg', 'm.034s80', 'm.034_n2', 'm.0clwr', 'm.01_pgn', 'm.0835q', 'm.034qmh', 'm.0351xv', 'm.0340l5', 'm.019vz0', 'm.015jv7', 'm.081t6', 'm.034qpf', 'm.0g0yh', 'm.01_5y1']",which previous state senator was governor of ohio in 2011?,"['m.0343xg', 'm.034s80', 'm.0clwr', 'm.034_n2', 'm.034qmh', 'm.01_pgn', 'm.0351xv', 'm.0835q', 'm.0340l5', 'm.081t6', 'm.034qpf', 'm.0g0yh', 'm.015jv7', 'm.01_5y1', 'm.0351t_', 'm.019vz0', 'm.033tsr', 'm.01sv0r', 'm.034tqb']",TP
which country that trades with turkey has the largest calling code?,"[{'kb_id': 'm.0jdx', 'text': 'Albania'}]","['m.0jdx', 'm.0h3y', 'm.035qy', 'm.015qh', 'm.0jhd', 'm.03shp', 'm.0d05q4', 'm.0d0kn']",which country that trades with turkey has the declamatory calling code?,"['m.0jdx', 'm.0h3y', 'm.035qy', 'm.015qh']",TP
what is the official language of the ukraine with the initials ron?,"[{'kb_id': 'm.02hxc3j', 'text': 'Romanian Language'}]","['m.02hxc3j', 'm.06b_j', 'm.019yz7', 'm.012v8', 'm.01h2j_', 'm.02ztjwg']",what is the prescribed language of the ukraine with the initials ron?,"['m.02hxc3j', 'm.06b_j', 'm.019yz7', 'm.012v8', 'm.01h2j_', 'm.0cjk9']",TP
what country borders germany with the smallest population?,"[{'kb_id': 'm.04g61', 'text': 'Luxembourg'}]","['m.0h7x', 'm.01mjq', 'm.05qhw']",what country borders germany with the little population?,"['m.0h7x', 'm.01mjq']",TP
"on the countries locate din oceania, which one has the smallest us population?","[{'kb_id': 'm.05vd5', 'text': 'Pitcairn Islands'}]","['m.0ctw_b', 'm.0chghy', 'm.0853g', 'm.07fsv', 'm.05vd5', 'm.020p1', 'm.034tl', 'm.05br2', 'm.09xzx']","on the countries locate din oceania, which one has the minuscule us population?","['m.0ctw_b', 'm.0chghy', 'm.07fsv', 'm.020p1', 'm.034tl', 'm.05vd5']",TP
"who has brad pitt dated, that had a romantic relationship that ended after 1988?","[{'kb_id': 'm.02g0mx', 'text': 'Juliette Lewis'}, {'kb_id': 'm.0hjxj', 'text': 'Robin Givens'}]","['m.0509bl', 'm.0hjxj', 'm.02cpb7', 'm.01fwk3', 'm.0bq2g', 'm.0fx7_x', 'm.0bblqk', 'm.04j9sl', 'm.0f4vbz', 'm.09yrh', 'm.0gsnt6']","who has brad pitt dated, that had a quixotic relationship that ended after 1988?","['m.0509bl', 'm.0hjxj', 'm.02cpb7', 'm.01fwk3', 'm.0bq2g', 'm.0fx7_x', 'm.0bblqk', 'm.04j9sl', 'm.09yrh', 'm.0gsnt6', 'm.01x72k']",TP
what degree does the person that said "a good gi bill would increase the recruit pool." receive?,"[{'kb_id': 'm.062z7', 'text': 'Political Science'}]","['m.0rh6k', 'm.0kyk', 'm.0cbd2', 'm.0fj9f', 'm.04gc2', 'm.057l6lw']",what degree does the person that said " a practiced gi bill would increase the recruit pool . " receive?,"['m.0rh6k', 'm.0cbd2', 'm.0kyk', 'm.0fj9f', 'm.04gc2', 'm.057l6lw', 'm.010whdyx', 'm.0hr60_z', 'm.04z_hjv', 'm.0bmf362']",FP
what main trading partner of china is the geographic division where the political system includes the job second vice-president?,"[{'kb_id': 'm.06s_2', 'text': 'Sierra Leone'}, {'kb_id': 'm.06s_2', 'text': 'Sierra Leone'}]","['m.06s_2', 'm.016zwt', 'm.07t_x', 'm.01z88t', 'm.0h3y', 'm.04hhv', 'm.06tw8', 'm.0j4b', 'm.04sj3']",what primary trading partner of china is the geographical division where the political system includes the job second vice - president?,"['m.06s_2', 'm.016zwt', 'm.07t_x', 'm.0h3y', 'm.01z88t', 'm.04hhv', 'm.06tw8', 'm.04sj3']",TP
what is the national anthem of the country that has a position titled ministry of justice?,"[{'kb_id': 'm.01ptxd', 'text': 'National Anthem of Russia'}]","['m.013w27', 'm.096ds', 'm.0h_d0cm', 'm.09gfg91', 'm.03xf7s', 'm.0gqpzp', 'm.03m7_g3', 'm.05f7cbq', 'm.03262k', 'm.025vsjy', 'm.02y_fcc', 'm.03spt4', 'm.0j66t1w', 'm.03yfp1b', 'm.03ydc72', 'm.0h_f2by', 'm.0jkvnnf', 'm.02wb1x3', 'm.02qf91k', 'm.026pr9j', 'm.05prpg', 'm.03d1rjr', 'm.026yrmm', 'm.02pnhkw', 'm.02wbpw6', 'm.03cc8d4', 'm.026r5p0', 'm.026pr51', 'm.02z6p_k', 'm.05fblfs', 'm.0bmbqg2', 'm.0gpl7c', 'm.02r4hww', 'm.0_yhp7y', 'm.05t02lb', 'm.0bbg0s', 'm.0h_czkt']",what is the interior anthem of the country that has a position titled ministry of justice?,"['m.02qkt', 'm.02j9z', 'm.0gvtl13', 'm.01hy_q', 'm.0j0k', 'm.01y_vl', 'm.03wt_j', 'm.03f3f1', 'm.0cjk9', 'm.027bj_4', 'm.04xqkr', 'm.020g7w', 'm.02lpht', 'm.06bw_x', 'm.0264gxt', 'm.0198z0', 'm.03gn_0', 'm.04rxz0', 'm.049jrm', 'm.02gj5b', 'm.03klw8', 'm.091dr6', 'm.037lmh', 'm.01qyqy', 'm.02mj1c', 'm.019yz7', 'm.05l6md', 'm.02q4t0g', 'm.02x9lm', 'm.017dsl', 'm.02mxzf', 'm.02nbbh', 'm.093gjw', 'm.037nfm', 'm.02hwm9x', 'm.0234zj']",FP
which language with the initials fra do jewish people speak?,"[{'kb_id': 'm.064_8sq', 'text': 'French'}]","['m.0880p', 'm.03hkp', 'm.06b_j', 'm.06nm1', 'm.02h40lc', 'm.064_8sq', 'm.04p7x', 'm.039d68', 'm.05k_d6', 'm.02hx72b', 'm.05p1ky', 'm.033qhv', 'm.057k1c', 'm.05pfcj', 'm.05mcpc', 'm.0394p3']",which language with the initials fra do judaic people speak?,"['m.0880p', 'm.06b_j', 'm.03hkp', 'm.06nm1', 'm.02h40lc', 'm.064_8sq', 'm.04p7x', 'm.039d68', 'm.05k_d6', 'm.02hx72b', 'm.05p1ky', 'm.033qhv', 'm.05mcpc', 'm.057k1c', 'm.05pfcj']",TP
what is the popular sport that was founded earliest in spain?,"[{'kb_id': 'm.02w64f', 'text': 'Spain national football team'}]","['m.02w64f', 'm.0ddl_r', 'm.093fgz', 'm.01q20', 'm.04lht1r', 'm.08_r59', 'm.0b7611s', 'm.0bklw1', 'm.0bkln2', 'm.08dv_k', 'm.0bkk7d', 'm.03d3f5r', 'm.05s9mb', 'm.04szc', 'm.07kfw9h', 'm.026p7n3']",what is the pop sport that was founded earlier in spain?,"['m.01q20', 'm.04szc', 'm.02w64f', 'm.0ddl_r', 'm.093fgz', 'm.04lht1r', 'm.08_r59', 'm.0b7611s', 'm.0bklw1', 'm.0bkln2', 'm.08dv_k', 'm.0bkk7d', 'm.03d3f5r', 'm.05s9mb']",TP
what iso 3166-1 alpha 3 country speaks the germanic language?,"[{'kb_id': 'm.0h7x', 'text': 'Austria'}]","['m.0h7x', 'm.06mzp', 'm.04j53', 'm.04g61', 'm.0154j', 'm.01mjq', 'm.0345h', 'm.082fr', 'm.03pn9', 'm.0hzlz']",what iso 3166 - 1 alpha 3 country speaks the teutonic language?,"['m.0h7x', 'm.06mzp', 'm.04j53', 'm.04g61', 'm.0154j', 'm.03pn9', 'm.082fr']",TP
"of the countries that are in the caribbean, which has the dutch language as an official language?","[{'kb_id': 'm.05byy', 'text': 'Netherlands Antilles'}]","['m.02phy_9', 'm.049nq', 'm.0154j', 'm.0n3g', 'm.05byy', 'm.0hbgh', 'm.06ryl', 'm.0f8l9c']","of the countries that are in the caribbean, which has the dutch language as an prescribed language?","['m.02phy_9', 'm.049nq', 'm.0154j', 'm.0n3g', 'm.06ryl', 'm.05byy', 'm.0hbgh', 'm.0f8l9c', 'm.0162v']",TP
what is the current main speech medium in haiti?,"[{'kb_id': 'm.02dhwl', 'text': 'Haitian Creole'}]","['m.060c4', 'm.060bp', 'm.06cx9', 'm.025tcqp', 'm.01zdtb']",what is the current chief speech medium in haiti?,"['m.06cx9', 'm.060c4', 'm.0bvjg9', 'm.0hmbk']",TP
what country has an internet domain of cn and has a portuguese speaking population?,"[{'kb_id': 'm.0d05w3', 'text': 'China'}]",['m.0d05w3'],what country has an internet domain of cn and has a lusitanian speaking population?,"['m.0d05w3', 'm.0hg5']",TP
what school was attended by the famous person who quoted "the future is... black."?,"[{'kb_id': 'm.06thjt', 'text': 'The New School'}, {'kb_id': 'm.09r4xx', 'text': 'DeWitt Clinton High School'}]","['m.010h4dyy', 'm.04hd9x7', 'm.04j2d37']",what school was attended by the noted person who quoted " the future is...bootleg . "?,"['m.04j2d37', 'm.04hd9x7', 'm.046q_y']",TP
which country that speaks germanic languages has the highest calling code?,"[{'kb_id': 'm.04j53', 'text': 'Liechtenstein'}]","['m.0h7x', 'm.04j53', 'm.04g61', 'm.0345h', 'm.06mzp', 'm.0154j', 'm.01mjq', 'm.0k6nt', 'm.01ppq', 'm.03pn9']",which country that speaks teutonic languages has the in_high_spirits calling code?,"['m.0h7x', 'm.06mzp', 'm.04g61', 'm.0154j', 'm.03pn9', 'm.082fr', 'm.01mjq', 'm.0345h', 'm.07ytt', 'm.03f2w', 'm.01ppq']",TP
who know what religions are dominant where farsi is spoken?,"[{'kb_id': 'm.06pq6', 'text': 'Shia Islam'}, {'kb_id': 'm.078tg', 'text': 'Sunni Islam'}]","['m.0hzc9wc', 'm.0j0k', 'm.05sb1']",who know what religions are prevalent where farsi is spoken?,"['m.0hzc9wc', 'm.0j0k', 'm.05sb1', 'm.06nn1']",TP
what recreational lake is near downtown sacramento?,"[{'kb_id': 'm.0d7nnr', 'text': 'Folsom Lake'}]","['m.03mdd2l', 'm.0d7nnr', 'm.0bgv0p', 'm.0bxqq', 'm.0k4wq0k']",what amateur lake is near downtown sacramento?,"['m.03mdd2l', 'm.0bxqq', 'm.05l96z', 'm.010rk6f4', 'm.0d7nnr', 'm.0jws9bv', 'm.0bgv0p', 'm.0dljf47']",TP
what sacred daoist text had an influence on jorge luis borges?,"[{'kb_id': 'm.0164zy', 'text': 'Zhuang Zhou'}]","['m.05qmj', 'm.081k8', 'm.02lt8', 'm.02wh0', 'm.0c2cl', 'm.03_87', 'm.03f0324', 'm.03_dj', 'm.01gnng', 'm.04xjp', 'm.06jkm', 'm.03jxw', 'm.03hnd', 'm.03k0n', 'm.015n8', 'm.0j3v', 'm.05np2', 'm.01vh096', 'm.07yhg', 'm.05gpy', 'm.03j0d', 'm.028p0', 'm.01rgr', 'm.06lbp', 'm.06qvh', 'm.01ckvz', 'm.037jz', 'm.0372p', 'm.084w8', 'm.03l6h', 'm.040_9', 'm.085gk', 'm.06kb_', 'm.026lj', 'm.017m4j', 'm.0m17', 'm.0q6pk', 'm.03f70xs']",what sanctified daoist text had an influence on jorge luis borges?,"['m.05qmj', 'm.081k8', 'm.02wh0', 'm.02lt8', 'm.03f0324', 'm.03_dj', 'm.03_87', 'm.0c2cl', 'm.01gnng', 'm.06jkm', 'm.03hnd', 'm.04xjp', 'm.05gpy', 'm.03jxw', 'm.01vh096', 'm.015n8', 'm.05np2', 'm.03k0n', 'm.01rgr', 'm.03j0d', 'm.06lbp', 'm.06qvh', 'm.028p0', 'm.07yhg', 'm.0j3v', 'm.037jz', 'm.0372p', 'm.06kb_', 'm.01ckvz', 'm.084w8', 'm.03l6h', 'm.040_9', 'm.0q6pk', 'm.085gk', 'm.01vr48']",TP
which film starring kim richards has the largest netflix id?,"[{'kb_id': 'm.04f76fm', 'text': 'Race to Witch Mountain'}]","['m.04f2h9q', 'm.0dnh5w', 'm.0d1_kl', 'm.04f76fm', 'm.0ff1st', 'm.02rl4qq', 'm.07wbmd', 'm.08dyxd', 'm.02r2r2j', 'm.0bfmjvh', 'm.05r3nm', 'm.05dj6dc']",which film starring kim richards has the turgid netflix id?,"['m.04f2h9q', 'm.0dnh5w', 'm.0d1_kl', 'm.04f76fm', 'm.0ff1st', 'm.02rl4qq', 'm.07wbmd', 'm.08dyxd', 'm.02r2r2j', 'm.05r3nm', 'm.0bfmjvh', 'm.027xk36']",TP
what are the official languages of the setting of the movie "three stories of galicia"?,"[{'kb_id': 'm.012v8', 'text': 'Albanian language'}, {'kb_id': 'm.019yz7', 'text': 'Tatar Language'}, {'kb_id': 'm.01h2j_', 'text': 'Moldovan language'}, {'kb_id': 'm.02hxc3j', 'text': 'Romanian Language'}, {'kb_id': 'm.02ztjwg', 'text': 'Hungarian language'}, {'kb_id': 'm.06b_j', 'text': 'Russian Language'}, {'kb_id': 'm.0cjk9', 'text': 'Ukrainian Language'}]","['m.0cjk9', 'm.02hxc3j', 'm.01h2j_', 'm.02ztjwg', 'm.06b_j', 'm.019yz7']",what are the prescribed languages of the setting of the movie " three stories of galicia "?,"['m.0cjk9', 'm.02hxc3j', 'm.012v8', 'm.02ztjwg', 'm.019yz7', 'm.01h2j_', 'm.06b_j']",TP
what is the main religion in the nation where the cabinet of israel is located?,"[{'kb_id': 'm.03_gx', 'text': 'Judaism'}]","['m.0468s5y', 'm.0j0k']",what is the master religion in the nation where the cabinet of israel is located?,"['m.0j0k', 'm.047876', 'm.02qkt', 'm.023ptn']",TP
for what is the area where the newspaper creative loafing circulates famous?,"[{'kb_id': 'm.0jhn7', 'text': '1996 Summer Olympics'}]","['m.038gvs', 'm.03l1zc', 'm.0j28sdt', 'm.029fnx', 'm.050n0y', 'm.04_mbv', 'm.0fpmfg', 'm.04htb5', 'm.04jny9', 'm.027r6hr', 'm.0130ft', 'm.030pkm', 'm.06bxs4', 'm.020fp1', 'm.03sm22', 'm.027t71h', 'm.05c25f2', 'm.04qrhq', 'm.02jnft', 'm.0b5g4p', 'm.02xmrp', 'm.03xrf5', 'm.0gln9p', 'm.03wm34', 'm.0c3cp2', 'm.04d135', 'm.050mtz', 'm.03spbl', 'm.050m_5', 'm.033h7k', 'm.03q1hw', 'm.038bv6', 'm.050my1', 'm.039xmp', 'm.02wl1b']",for what is the area where the newspaper creative loafing circulates far-famed?,"['m.038gvs', 'm.03l1zc', 'm.020fp1', 'm.03spbl', 'm.050m_5', 'm.033h7k', 'm.050n0y', 'm.04_mbv', 'm.029fnx', 'm.0130ft', 'm.030pkm', 'm.027r6hr', 'm.04htb5', 'm.04jny9', 'm.0j28sdt', 'm.03sm22', 'm.027t71h', 'm.05c25f2', 'm.04qrhq', 'm.02jnft', 'm.0fpmfg', 'm.06bxs4', 'm.0b5g4p', 'm.02xmrp', 'm.03xrf5', 'm.0gln9p', 'm.03wm34', 'm.0c3cp2', 'm.04d135', 'm.050mtz', 'm.03q1hw', 'm.050my1', 'm.038bv6', 'm.03cspcp', 'm.039xmp']",TP
"on the countries that share a border with france, which country has the smallest army?","[{'kb_id': 'm.04g61', 'text': 'Luxembourg'}]","['m.06mkj', 'm.0154j', 'm.0hg5', 'm.04w58', 'm.04g61', 'm.03rjj', 'm.06mzp', 'm.0345h']","on the countries that share a border with france, which country has the pocket-sized army?","['m.06mkj', 'm.0154j', 'm.0hg5', 'm.03rjj', 'm.04w58', 'm.04g61', 'm.0345h']",FP
which caribbean country has the largest calling code?,"[{'kb_id': 'm.05byy', 'text': 'Netherlands Antilles'}]","['m.05r7t', 'm.0162v', 'm.02phy_9', 'm.06ryl', 'm.0f8l9c', 'm.04chyn', 'm.02phz12', 'm.06s0l', 'm.0n3g']",which caribbean country has the gravid calling code?,"['m.05r7t', 'm.02phy_9', 'm.06ryl', 'm.0162v', 'm.04chyn', 'm.06s0l', 'm.0n3g', 'm.02phz12']",TP
